#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 01 04 20 09 999 99.0 99.0  2.87 13.33  9.87 341 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 04 20 39 999 99.0 99.0  2.78 12.50  9.72 339 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 04 21 09 999 99.0 99.0  2.85 12.50  9.94 341 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 04 21 39 999 99.0 99.0  2.44 12.50  9.29 342 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 04 22 09 999 99.0 99.0  2.61 12.50  9.44 339 9999.0 999.0  24.7 999.0 99.0 99.00
2017 01 04 22 39 999 99.0 99.0  2.65 12.50  9.84 338 9999.0 999.0  24.7 999.0 99.0 99.00
2017 01 04 23 09 999 99.0 99.0  2.44 12.50  9.41 341 9999.0 999.0  24.7 999.0 99.0 99.00
2017 01 04 23 39 999 99.0 99.0  2.43 11.11  9.49 344 9999.0 999.0  24.7 999.0 99.0 99.00
2017 01 05 00 09 999 99.0 99.0  2.45 12.50  9.59 348 9999.0 999.0  24.7 999.0 99.0 99.00
2017 01 05 00 39 999 99.0 99.0  2.58 12.50  9.50 339 9999.0 999.0  24.7 999.0 99.0 99.00
2017 01 05 01 09 999 99.0 99.0  2.64 12.50  9.67 339 9999.0 999.0  24.7 999.0 99.0 99.00
2017 01 05 01 39 999 99.0 99.0  2.65 12.50  9.72 344 9999.0 999.0  24.8 999.0 99.0 99.00
2017 01 05 02 09 999 99.0 99.0  2.45 11.11  9.27 348 9999.0 999.0  24.8 999.0 99.0 99.00
2017 01 05 02 39 999 99.0 99.0  2.68 12.50  9.35 339 9999.0 999.0  24.8 999.0 99.0 99.00
2017 01 05 03 09 999 99.0 99.0  2.70 12.50  9.37 345 9999.0 999.0  24.8 999.0 99.0 99.00
2017 01 05 03 39 999 99.0 99.0  2.65 11.76  9.38 349 9999.0 999.0  24.8 999.0 99.0 99.00
2017 01 05 04 09 999 99.0 99.0  2.52 11.11  8.99 347 9999.0 999.0  24.8 999.0 99.0 99.00
2017 01 05 04 39 999 99.0 99.0  2.61 11.11  9.20 339 9999.0 999.0  24.7 999.0 99.0 99.00
2017 01 05 05 09 999 99.0 99.0  2.73 11.76  9.02 347 9999.0 999.0  24.7 999.0 99.0 99.00
2017 01 05 05 39 999 99.0 99.0  2.34 11.11  8.64 337 9999.0 999.0  24.7 999.0 99.0 99.00
2017 01 05 06 09 999 99.0 99.0  2.33 11.76  8.49 344 9999.0 999.0  24.7 999.0 99.0 99.00
2017 01 05 06 39 999 99.0 99.0  2.37 10.53  8.60 349 9999.0 999.0  24.7 999.0 99.0 99.00
2017 01 05 07 09 999 99.0 99.0  2.21 11.11  8.30 354 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 05 07 39 999 99.0 99.0  2.55 11.11  8.82   5 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 05 08 09 999 99.0 99.0  2.33 11.76  8.78 339 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 05 08 39 999 99.0 99.0  2.41 11.11  8.48 338 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 05 09 09 999 99.0 99.0  2.39 11.76  8.52 339 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 05 09 39 999 99.0 99.0  2.25 12.50  8.45 347 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 05 10 09 999 99.0 99.0  2.34 11.11  8.49 339 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 05 10 39 999 99.0 99.0  2.42 11.11  8.76 347 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 05 11 09 999 99.0 99.0  2.24 11.76  8.56 347 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 05 11 39 999 99.0 99.0  2.18 11.76  8.28 345 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 05 12 09 999 99.0 99.0  2.19 11.11  8.38 356 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 05 12 39 999 99.0 99.0  2.15 11.76  8.46 342 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 05 13 09 999 99.0 99.0  2.22 11.76  8.52 347 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 05 13 39 999 99.0 99.0  2.15 11.11  8.30 354 9999.0 999.0  24.5 999.0 99.0 99.00
2017 01 05 14 09 999 99.0 99.0  2.09 11.11  8.16 345 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 05 14 39 999 99.0 99.0  1.96 10.53  8.19 355 9999.0 999.0  24.6 999.0 99.0 99.00
2017 01 05 15 09 999 99.0 99.0  2.33 11.11  8.51 355 9999.0 999.0  24.5 999.0 99.0 99.00
