#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2015 01 01 10 07 999 99.0 99.0  3.87 11.76 10.05 331 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 01 10 37 999 99.0 99.0  3.96 13.33 10.05 339 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 01 11 07 999 99.0 99.0  4.14 13.33 10.11 342 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 01 11 37 999 99.0 99.0  4.08 12.50 10.30 338 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 01 12 07 999 99.0 99.0  3.75 13.33  9.96 347 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 01 12 37 999 99.0 99.0  3.96 13.33 10.20 341 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 01 13 07 999 99.0 99.0  4.05 13.33 10.27 347 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 01 13 37 999 99.0 99.0  3.60 12.50  9.84 342 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 01 14 07 999 99.0 99.0  3.91 13.33 10.06 349 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 01 14 37 999 99.0 99.0  3.70 12.50  9.57 331 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 01 15 07 999 99.0 99.0  3.58 10.53  9.49 344 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 01 15 37 999 99.0 99.0  3.58 12.50  9.56 345 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 01 16 07 999 99.0 99.0  3.57 11.76  9.55 339 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 01 16 37 999 99.0 99.0  3.91 13.33 10.04 345 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 01 17 07 999 99.0 99.0  3.55 13.33  9.55 345 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 01 17 37 999 99.0 99.0  3.31 13.33  9.10 345 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 01 18 07 999 99.0 99.0  3.43 11.11  9.37 348 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 01 18 37 999 99.0 99.0  3.36 12.50  9.22 347 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 01 19 07 999 99.0 99.0  3.36 12.50  8.94 347 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 01 19 37 999 99.0 99.0  3.12 11.76  9.14 345 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 01 20 07 999 99.0 99.0  3.40 12.50  9.30 352 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 01 20 37 999 99.0 99.0  3.17 12.50  9.10 344 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 01 21 07 999 99.0 99.0  2.89 12.50  8.99 347 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 01 21 37 999 99.0 99.0  3.17 12.50  9.37 348 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 01 22 07 999 99.0 99.0  2.81 12.50  8.96 349 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 01 22 37 999 99.0 99.0  3.07 12.50  8.92 352 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 01 23 07 999 99.0 99.0  3.01 12.50  8.80 345 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 01 23 37 999 99.0 99.0  3.07 12.50  8.52 351 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 00 07 999 99.0 99.0  2.86 12.50  8.48 344 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 00 37 999 99.0 99.0  2.97 11.76  8.75 342 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 01 07 999 99.0 99.0  2.89 11.11  8.26 344 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 02 01 37 999 99.0 99.0  2.59 12.50  8.25 349 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 02 07 999 99.0 99.0  2.39 10.53  7.99 345 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 02 37 999 99.0 99.0  2.84 12.50  8.63 351 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 03 07 999 99.0 99.0  2.85 11.76  8.54 347 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 03 37 999 99.0 99.0  2.93 11.11  8.51 352 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 04 07 999 99.0 99.0  2.76 10.53  8.44 347 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 02 04 37 999 99.0 99.0  2.50 11.76  8.17 347 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 02 05 07 999 99.0 99.0  2.65 11.76  8.76 349 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 02 05 37 999 99.0 99.0  2.48 11.11  8.64 345 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 02 06 07 999 99.0 99.0  2.37 11.76  8.21 349 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 06 37 999 99.0 99.0  2.39 11.11  8.57 349 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 02 07 07 999 99.0 99.0  2.35  9.88  8.57 354 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 07 37 999 99.0 99.0  2.53 11.11  9.03 345 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 02 08 07 999 99.0 99.0  2.55 11.76  8.95 347 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 08 37 999 99.0 99.0  2.42 11.11  8.97 341 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 02 09 07 999 99.0 99.0  2.45 10.53  8.86 344 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 02 09 37 999 99.0 99.0  2.65 11.11  9.07 348 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 02 10 07 999 99.0 99.0  2.41 10.53  8.72 341 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 02 10 37 999 99.0 99.0  2.39 12.50  8.79 337 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 02 11 07 999 99.0 99.0  2.54 11.11  9.04 344 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 02 11 37 999 99.0 99.0  2.46 11.11  8.62 339 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 12 07 999 99.0 99.0  2.25 11.11  8.68 345 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 02 12 37 999 99.0 99.0  2.44 11.11  8.95 356 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 02 13 07 999 99.0 99.0  2.31 11.76  8.74 351 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 13 37 999 99.0 99.0  2.49 10.53  8.78 352 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 14 07 999 99.0 99.0  2.29 11.76  8.57 337 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 14 37 999 99.0 99.0  2.53 10.53  8.61 339 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 15 07 999 99.0 99.0  2.32 10.53  8.54 338 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 15 37 999 99.0 99.0  2.29  9.88  8.56 354 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 16 07 999 99.0 99.0  2.14 10.53  8.48 351 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 16 37 999 99.0 99.0  2.29 10.53  8.63 354 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 17 07 999 99.0 99.0  2.16 10.53  8.71 352 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 17 37 999 99.0 99.0  2.06  9.88  8.31 359 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 18 07 999 99.0 99.0  2.43  9.88  8.80 358 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 18 37 999 99.0 99.0  2.20  9.88  8.50 355 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 19 07 999 99.0 99.0  2.14 12.50  8.46 328 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 19 37 999 99.0 99.0  2.16  9.09  8.27   8 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 20 07 999 99.0 99.0  2.33 11.11  8.32 335 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 20 37 999 99.0 99.0  2.42  9.88  8.11   3 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 21 07 999 99.0 99.0  2.56  9.88  8.08 352 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 21 37 999 99.0 99.0  2.14 10.53  7.72 348 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 22 07 999 99.0 99.0  2.36 11.76  7.87 331 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 22 37 999 99.0 99.0  2.15 11.76  7.59 331 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 23 07 999 99.0 99.0  2.42 11.76  7.51 341 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 02 23 37 999 99.0 99.0  2.12 12.50  7.13 328 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 03 00 07 999 99.0 99.0  2.06 11.11  7.15 334 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 03 00 37 999 99.0 99.0  2.18 11.76  7.24 338 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 03 01 07 999 99.0 99.0  2.08  9.09  6.89  10 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 03 01 37 999 99.0 99.0  1.91 10.53  6.39 345 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 03 02 07 999 99.0 99.0  1.89  9.09  6.47   8 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 03 02 37 999 99.0 99.0  2.03  9.88  7.05 352 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 03 03 07 999 99.0 99.0  2.01  9.88  7.00 347 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 03 03 37 999 99.0 99.0  1.95 12.50  7.01 334 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 03 04 07 999 99.0 99.0  1.92 10.53  6.72 351 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 03 04 37 999 99.0 99.0  1.86 11.76  6.55 331 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 03 05 07 999 99.0 99.0  1.92 11.11  6.10 341 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 03 05 37 999 99.0 99.0  1.91  9.88  5.77  16 9999.0 999.0  24.6 999.0 99.0 99.00
2015 01 03 06 07 999 99.0 99.0  1.84 10.53  5.81 337 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 06 37 999 99.0 99.0  1.83 11.11  5.75 338 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 07 07 999 99.0 99.0  1.82  9.88  5.98 358 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 07 37 999 99.0 99.0  1.66 10.53  6.21 342 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 08 07 999 99.0 99.0  1.81 10.53  5.59 338 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 08 37 999 99.0 99.0  1.78  9.88  5.82   1 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 09 07 999 99.0 99.0  1.74  9.88  5.92 356 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 09 37 999 99.0 99.0  1.60  9.88  5.58 355 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 10 07 999 99.0 99.0  1.70  9.88  5.67 345 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 10 37 999 99.0 99.0  2.10  9.88  5.43 351 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 11 07 999 99.0 99.0  2.03  9.88  5.68 351 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 11 37 999 99.0 99.0  2.15  9.09  5.96 356 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 12 07 999 99.0 99.0  2.03 11.76  5.87 341 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 12 37 999 99.0 99.0  1.90  9.09  5.62 351 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 13 07 999 99.0 99.0  1.94  9.09  5.44 348 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 13 37 999 99.0 99.0  2.14  9.09  5.58 352 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 14 07 999 99.0 99.0  2.10  9.09  5.66  16 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 14 37 999 99.0 99.0  2.23  9.09  6.00 351 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 15 07 999 99.0 99.0  2.22  9.09  5.98 349 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 15 37 999 99.0 99.0  2.14  5.56  5.96 321 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 16 07 999 99.0 99.0  2.09  9.88  5.98 358 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 16 37 999 99.0 99.0  2.03  9.09  5.78 341 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 17 07 999 99.0 99.0  2.10  9.09  6.21 331 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 17 37 999 99.0 99.0  2.28  9.09  6.28 339 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 18 07 999 99.0 99.0  2.28  9.88  6.27 347 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 18 37 999 99.0 99.0  2.34  8.33  6.50 338 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 19 07 999 99.0 99.0  2.60  8.33  6.80 335 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 19 37 999 99.0 99.0  2.32  8.33  6.54 344 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 20 07 999 99.0 99.0  2.47  9.09  6.79 345 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 20 37 999 99.0 99.0  2.28  8.33  6.71 330 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 21 07 999 99.0 99.0  2.30  7.69  6.90 332 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 21 37 999 99.0 99.0  2.38  7.69  6.99 334 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 22 07 999 99.0 99.0  2.31  7.69  6.69 337 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 22 37 999 99.0 99.0  2.34 18.18  6.75 324 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 23 07 999 99.0 99.0  2.39  7.69  6.76 351 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 03 23 37 999 99.0 99.0  2.24 18.18  6.57 325 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 04 00 07 999 99.0 99.0  2.36  7.14  6.63 341 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 04 00 37 999 99.0 99.0  2.31  9.88  6.68 358 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 04 01 07 999 99.0 99.0  2.35 18.18  6.95 323 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 04 01 37 999 99.0 99.0  2.36 16.67  6.48 330 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 04 02 07 999 99.0 99.0  2.32 16.67  6.47 317 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 04 02 37 999 99.0 99.0  2.47 16.67  6.35 320 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 04 03 07 999 99.0 99.0  2.34  9.09  6.50   9 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 04 03 37 999 99.0 99.0  2.47 16.67  6.61 323 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 04 04 07 999 99.0 99.0  2.22  9.88  6.46   3 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 04 04 37 999 99.0 99.0  2.36 16.67  6.62 320 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 04 05 07 999 99.0 99.0  2.48 16.67  6.70 317 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 04 05 37 999 99.0 99.0  2.41 16.67  7.23 321 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 04 06 07 999 99.0 99.0  2.30 16.67  7.64 320 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 04 06 37 999 99.0 99.0  2.23 16.67  6.94 325 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 04 07 07 999 99.0 99.0  2.51 15.38  7.31 323 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 04 07 37 999 99.0 99.0  2.43 15.38  7.37 318 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 04 08 07 999 99.0 99.0  2.59 15.38  7.28 320 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 04 08 37 999 99.0 99.0  2.54 15.38  7.20 331 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 09 07 999 99.0 99.0  2.54 15.38  7.53 325 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 09 37 999 99.0 99.0  2.51 15.38  7.35 325 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 04 10 07 999 99.0 99.0  2.50 15.38  7.30 316 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 10 37 999 99.0 99.0  2.90  9.88  7.88 347 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 11 07 999 99.0 99.0  2.70 15.38  7.89 324 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 11 37 999 99.0 99.0  2.92  9.09  8.25 338 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 04 12 07 999 99.0 99.0  2.76  9.88  8.01 352 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 12 37 999 99.0 99.0  2.76 10.53  8.05 339 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 13 07 999 99.0 99.0  2.79  9.09  8.24 332 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 13 37 999 99.0 99.0  2.79  8.33  8.15 345 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 14 07 999 99.0 99.0  2.62  9.88  8.12 358 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 14 37 999 99.0 99.0  2.68  9.88  8.29 348 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 15 07 999 99.0 99.0  2.67  9.09  8.17 332 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 15 37 999 99.0 99.0  2.65 15.38  8.23 325 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 16 07 999 99.0 99.0  2.72 15.38  8.55 324 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 16 37 999 99.0 99.0  2.65  9.09  8.07 344 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 17 07 999 99.0 99.0  2.51  9.09  8.09 339 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 17 37 999 99.0 99.0  2.53  9.09  7.93 344 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 18 07 999 99.0 99.0  2.51  9.88  7.86 345 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 18 37 999 99.0 99.0  2.57  9.09  8.01 349 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 19 07 999 99.0 99.0  2.39  9.09  7.72 345 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 19 37 999 99.0 99.0  2.68  9.09  8.03 348 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 20 07 999 99.0 99.0  2.40  9.09  7.56 347 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 20 37 999 99.0 99.0  2.50  9.88  7.95 339 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 21 07 999 99.0 99.0  2.51  9.88  7.85 331 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 21 37 999 99.0 99.0  2.50 11.11  7.54 345 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 22 07 999 99.0 99.0  2.36 11.11  7.76 344 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 22 37 999 99.0 99.0  2.45 14.29  7.79 320 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 23 07 999 99.0 99.0  2.50  9.09  7.86 351 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 04 23 37 999 99.0 99.0  2.52 14.29  7.97 325 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 05 00 07 999 99.0 99.0  2.51  9.09  7.72 347 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 05 00 37 999 99.0 99.0  2.57  9.88  7.77 339 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 05 01 07 999 99.0 99.0  2.60 10.53  8.02 348 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 05 01 37 999 99.0 99.0  2.61 10.53  8.17 345 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 05 02 07 999 99.0 99.0  2.54 11.11  7.83 344 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 05 02 37 999 99.0 99.0  2.43 11.11  7.95 331 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 05 03 07 999 99.0 99.0  2.69 10.53  8.22 342 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 05 03 37 999 99.0 99.0  2.77  9.88  8.11 339 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 05 04 07 999 99.0 99.0  2.59  9.09  7.92 345 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 05 04 37 999 99.0 99.0  2.50 10.53  7.85 345 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 05 05 07 999 99.0 99.0  2.74  9.88  8.17 359 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 05 05 37 999 99.0 99.0  2.66 10.53  8.10 356 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 05 06 07 999 99.0 99.0  2.60 12.50  8.07 332 9999.0 999.0  24.3 999.0 99.0 99.00
2015 01 05 06 37 999 99.0 99.0  2.72 10.53  8.30 337 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 05 07 07 999 99.0 99.0  2.72 10.53  8.46 328 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 05 07 37 999 99.0 99.0  2.43 11.11  8.17 344 9999.0 999.0  24.3 999.0 99.0 99.00
2015 01 05 08 07 999 99.0 99.0  2.25 13.33  7.98 324 9999.0 999.0  24.3 999.0 99.0 99.00
2015 01 05 08 37 999 99.0 99.0  2.56 10.53  8.47 354 9999.0 999.0  24.3 999.0 99.0 99.00
2015 01 05 09 07 999 99.0 99.0  2.82  9.88  8.65 355 9999.0 999.0  24.3 999.0 99.0 99.00
2015 01 05 09 37 999 99.0 99.0  2.54  9.88  8.50 344 9999.0 999.0  24.3 999.0 99.0 99.00
2015 01 05 10 07 999 99.0 99.0  2.40 11.76  8.28 339 9999.0 999.0  24.3 999.0 99.0 99.00
2015 01 05 10 37 999 99.0 99.0  2.54  9.88  8.53  10 9999.0 999.0  24.3 999.0 99.0 99.00
2015 01 05 11 07 999 99.0 99.0  2.38 12.50  8.40 335 9999.0 999.0  24.3 999.0 99.0 99.00
2015 01 05 11 37 999 99.0 99.0  2.43  9.88  8.23 325 9999.0 999.0  24.3 999.0 99.0 99.00
2015 01 05 12 07 999 99.0 99.0  2.62  9.09  8.54 342 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 05 12 37 999 99.0 99.0  2.54 11.76  8.54 338 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 05 13 07 999 99.0 99.0  2.80  9.88  8.63 355 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 05 13 37 999 99.0 99.0  2.51 12.50  8.55 330 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 05 14 07 999 99.0 99.0  2.74 11.76  8.69 330 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 05 14 37 999 99.0 99.0  2.46 11.11  8.14 348 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 05 15 07 999 99.0 99.0  2.45  9.09  8.11 342 9999.0 999.0  24.4 999.0 99.0 99.00
2015 01 05 15 37 999 99.0 99.0  2.39 11.11  8.28 341 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 05 16 07 999 99.0 99.0  2.56 10.53  8.42 332 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 05 16 37 999 99.0 99.0  2.51 10.53  8.45 339 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 05 17 07 999 99.0 99.0  2.60 10.53  8.57 345 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 05 17 37 999 99.0 99.0  2.43 11.76  8.27 337 9999.0 999.0  24.5 999.0 99.0 99.00
2015 01 05 18 07 999 99.0 99.0  2.33 10.53  8.42 351 9999.0 999.0  24.5 999.0 99.0 99.00
